id_alumno,Carrera/Titulo,plan_nombre,año_ingreso,egresado de,porcentaje_avance,cant_aprobadas,promedio_con_aplazo,promedio_sin_aplazo,cnt_materias,año_reinsc,cant_equiv,sexo,cant_hijos,situacion_padre,situacion_madre,tipo_vivienda,loc_per_lect,loc_origen,costeo_familiar,costeo_social,costeo_trabajo,costeo_beca,costeo_otro,trabajo_hace,trabajo_existe,trabajo_ocupacion,horas_sem,trabajo_carrera,trabajo_descripcion,mot_vocacion,mot_sugerencia_familiar,mot_reconocimiento_social,mot_insercion_laboral,mot_perfil_profesional,mot_mejora_economica,mot_util_sociedad,mot_otros_p
317,Análisis de Sistemas,2010,2014,,"30,43",7,"7,00","8,00",23,2023,0,Masculino,No tiene,N,V,Casa / Departamento propio,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,REFERENTE TECNICO ESCOLAR CONECTAR IGUALDAD,N,N,N,N,N,N,N,N
1270,Análisis de Sistemas,2010,2019,,"30,43",7,"6,70","7,71",23,2023,0,Masculino,No tiene,V,D,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
863,Análisis de Sistemas,2010,2017,,"30,43",7,"7,25","7,57",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
154,Análisis de Sistemas,2010,2013,,"30,43",7,"7,29","7,29",23,2023,0,Masculino,No tiene,N,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,ENVIOS LOCALES,N,N,N,N,N,N,N,N
438,Análisis de Sistemas,2010,2015,,"30,43",7,"6,44","7,29",23,2023,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,SAN JAIME DE LA FRONTERA,S,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
53,Licenciatura en Sistemas de Información,2010,2013,,"28,57",10,"6,27","7,40",35,2023,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,S,S,N,N,N
1717,Licenciatura en Sistemas de Información,2010,2022,,"28,57",10,"5,25","6,90",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1606,Análisis de Sistemas,2010,2022,,"26,09",6,"7,67","7,67",23,2023,5,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,FEDERAL,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
537,Análisis de Sistemas,2010,2015,,"26,09",6,"6,25","8,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,LOS ANTIGUOS,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1613,Análisis de Sistemas,2010,2022,,"26,09",6,"7,50","7,5",23,2023,5,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1068,Análisis de Sistemas,2010,2018,,"26,09",6,"6,25","7,67",23,2023,0,Masculino,No tiene,N,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
852,Análisis de Sistemas,2010,2017,,"26,09",6,"7,83","7,83",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1093,Análisis de Sistemas,2010,2018,,"26,09",6,"7,50","7,5",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1463,Licenciatura en Sistemas de Información,2010,2021,,"25,71",9,"8,11","8,11",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1000,Licenciatura en Sistemas de Información,2010,2018,,"25,71",9,"7,67","7,67",35,2023,0,Masculino,No tiene,V,V,Sin Dato,LA PAZ,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
345,Licenciatura en Sistemas de Información,2010,2014,,"25,71",9,"6,25","7,44",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Hasta 10 horas,Sin relación,taller,N,N,N,N,N,N,N,N
1654,Licenciatura en Sistemas de Información,2010,2022,,"25,71",9,"7,10","7,56",35,2023,0,Masculino,No tiene,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1434,Licenciatura en Sistemas de Información,2010,2021,,"22,86",8,"5,31","7,13",35,2023,0,Masculino,No tiene,V,V,Otros,PARANA,ORO VERDE,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1374,Licenciatura en Sistemas de Información,2010,2021,,"22,86",8,"8,50","8,50",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1368,Licenciatura en Sistemas de Información,2010,2021,,"22,86",8,"7,20","8,00",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1522,Licenciatura en Sistemas de Información,2010,2022,,"22,86",8,"5,50","7,63",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1391,Licenciatura en Sistemas de Información,2010,2017,,"22,86",8,"6,70","7,50",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1279,Análisis de Sistemas,2010,2019,,"21,74",5,"6,13","8,40",23,2023,0,Masculino,No tiene,V,V,Sin Dato,CRESPO,CRESPO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
899,Análisis de Sistemas,2010,2017,,"21,74",5,"8,20","8,20",23,2023,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,ORO VERDE,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin relación,Cadete en una rotiseria,N,N,N,N,N,N,N,N
1567,Análisis de Sistemas,2010,2022,,"21,74",5,"8,40","8,40",23,2023,4,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,S,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,S
1335,Análisis de Sistemas,2010,2019,,"21,74",5,"8,00","8,00",23,2023,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Parcial,Docente Suplente,N,N,N,N,N,N,N,N
1589,Análisis de Sistemas,2010,2022,,"21,74",5,"6,00","7,80",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1665,Análisis de Sistemas,2010,2022,,"21,74",5,"9,20","9,20",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin relación,AYUDANTE DE TRANSPORTE DE NIÑOS CON SÍNDROME DE DOWN,N,N,N,N,N,N,N,N
867,Análisis de Sistemas,2010,2017,,"21,74",5,"6,00","7,60",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
871,Análisis de Sistemas,2010,2017,,"21,74",5,"5,38","7,20",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1719,Licenciatura en Sistemas de Información,2010,2022,,"20,00",7,"4,69","6,71",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,S,S,S,N
1160,Licenciatura en Sistemas de Información,2010,2018,,"20,00",7,"8,14","8,14",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,S,N,N,Patrón (tiene empleados),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Sin relación,REPARTO DE MATERIALES DE CONSTRUCCIÓN,N,N,N,N,N,N,N,N
202,Licenciatura en Sistemas de Información,2010,2013,,"20,00",7,"7,29","7,29",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,Policía,N,N,N,N,N,N,N,N
163,Licenciatura en Sistemas de Información,2010,2013,,"20,00",7,"3,85","7,57",35,2023,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,VILLA ELISA,S,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 10 y hasta 20 horas,Parcial,Dictado de cursos,N,N,N,N,N,N,N,N
1610,Análisis de Sistemas,2010,2022,,"17,39",4,"8,00","8,00",23,2023,0,Masculino,No tiene,V,V,Otros,HERNANDARIAS,HERNANDARIAS,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1373,Análisis de Sistemas,2010,2021,,"17,39",4,"5,00","7,25",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,ORO VERDE,ORO VERDE,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1431,Análisis de Sistemas,2010,2021,,"17,39",4,"8,50","8,50",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,N,N,N,S,N
1053,Análisis de Sistemas,2010,2018,,"17,39",4,"4,20","7,25",23,2023,0,Masculino,No tiene,D,V,Casa / Departamento alquilado,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Parcial,Desarrollo De Software,N,N,N,S,S,S,S,N
1387,Análisis de Sistemas,2010,2022,,"17,39",4,"6,33","7,75",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,S,S,S,S,N
821,Análisis de Sistemas,2010,2017,,"17,39",4,"3,85","7,75",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1382,Análisis de Sistemas,2010,2021,,"17,39",4,"5,67","7,5",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1594,Análisis de Sistemas,2010,2022,,"17,39",4,"5,00","7,00",23,2023,0,Femenino,No tiene,N,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
730,Análisis de Sistemas,2010,2016,,"17,39",4,"6,43","8,25",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1054,Análisis de Sistemas,2010,2018,,"17,39",4,"7,00","7,00",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Sin relación,"SOY PELUQUERO, TRABAJO EN MI DOMICILIO",S,N,N,S,S,N,N,N
1478,Análisis de Sistemas,2010,2021,,"17,39",4,"4,60","7,75",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA BRAVO,SAN GUSTAVO,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1602,Análisis de Sistemas,2010,2022,,"17,39",4,"3,85","7,75",23,2023,0,Masculino,No tiene,V,D,Casa / Departamento propio,TEZANOS PINTO,TEZANOS PINTO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1328,Análisis de Sistemas,2010,2019,,"17,39",4,"5,25","6,75",23,2023,0,Femenino,No tiene,N,V,Sin Dato,VILLA DEL ROSARIO,VILLA DEL ROSARIO,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Parcial,DOCENTE DE MATEMÁTICA EN SECUNDARIA Y DOCENTE DE UN INSTITUTO DE DANZAS,N,N,N,N,N,N,N,N
1614,Licenciatura en Sistemas de Información,2010,2022,,"17,14",6,"7,50","7,5",35,2023,5,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1177,Licenciatura en Sistemas de Información,2010,2018,,"17,14",6,"7,50","7,5",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,S,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1588,Licenciatura en Sistemas de Información,2010,2022,,"17,14",6,"7,29","8,17",35,2023,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,PUERTO ALGARROBO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
964,Licenciatura en Sistemas de Información,2010,2018,,"17,14",6,"6,71","7,33",35,2023,0,Masculino,No tiene,V,V,Sin Dato,SAN BENITO,SAN BENITO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1605,Licenciatura en Sistemas de Información,2010,2022,,"17,14",6,"7,67","7,67",35,2023,5,Femenino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,SAN SALVADOR,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1700,Licenciatura en Sistemas de Información,2010,2022,,"14,29",5,"8,20","8,20",35,2023,5,Femenino,No tiene,D,V,Casa / Departamento propio,ALDEA VALLE MARIA,ALDEA VALLE MARIA,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1445,Licenciatura en Sistemas de Información,2010,2021,,"14,29",5,"5,67","7,60",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,LA PAZ,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1413,Licenciatura en Sistemas de Información,2010,2022,,"14,29",5,"7,50","8,20",35,2023,0,Femenino,No tiene,V,V,Sin Dato,ORO VERDE,NOGOYA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1623,Licenciatura en Sistemas de Información,2010,2022,,"14,29",5,"5,11","7,20",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,ORO VERDE,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1566,Licenciatura en Sistemas de Información,2010,2022,,"14,29",5,"8,40","8,40",35,2023,4,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1590,Licenciatura en Sistemas de Información,2010,2022,,"14,29",5,"6,00","7,80",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
941,Licenciatura en Sistemas de Información,2010,2017,,"14,29",5,"6,00","7,60",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1211,Licenciatura en Sistemas de Información,2010,2019,,"14,29",5,"4,91","7,60",35,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
945,Licenciatura en Sistemas de Información,2010,2017,,"14,29",5,"5,38","7,20",35,2023,0,Masculino,No tiene,D,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
962,Licenciatura en Sistemas de Información,2010,2018,,"14,29",5,"6,00","7,20",35,2023,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,VICTORIA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1569,Análisis de Sistemas,2010,2022,,"13,40",3,"8,00","8,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Total,EMPLEADO ADMINISTRATIVO,N,N,N,N,N,N,N,N
1136,Análisis de Sistemas,2010,2018,,"13,40",3,"7,00","7,67",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1528,Análisis de Sistemas,2010,2022,,"13,40",3,"4,80","7,00",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin relación,Sin Dato,N,N,N,N,N,N,N,N
1676,Análisis de Sistemas,2010,2022,,"13,40",3,"5,50","6,67",23,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1555,Análisis de Sistemas,2010,2022,,"13,40",3,"7,67","7,67",23,2023,0,Masculino,No tiene,V,V,Otros,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
856,Análisis de Sistemas,2010,2017,,"13,40",3,"8,67","8,67",23,2023,0,Masculino,No tiene,N,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1150,Análisis de Sistemas,2010,2018,,"13,40",3,"6,00","7,33",23,2023,0,Masculino,No tiene,D,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1121,Análisis de Sistemas,2010,2018,,"13,40",3,"3,88","7,00",23,2023,0,Femenino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,PROFESIONAL CONTABLE,N,N,N,N,N,N,N,N
1250,Análisis de Sistemas,2010,2019,,"13,40",3,"4,67","6,33",23,2023,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1601,Licenciatura en Sistemas de Información,2010,2022,,"11,43",4,"3,85","7,75",35,2023,0,Femenino,No tiene,V,V,Casa / Departamento propio,EL SOLAR,EL SOLAR,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1183,Licenciatura en Sistemas de Información,2010,2018,,"11,43",4,"5,00","7,25",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento propio,ORO VERDE,ORO VERDE,S,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,Monitor De Seguridad,N,N,N,N,N,N,N,N
1381,Licenciatura en Sistemas de Información,2010,2021,,"11,43",4,"5,67","7,5",35,2023,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,S,N,N,N,N
